CalonMahasiswaID	NamaLengkap	TempatLahir	NIK	Email	JenisKelamin	Alamat
30290	Kambali Haryanti	Binjai	565616871847521	usitompul@example.net	Laki-laki	Kota Bogor, Jawa Barat
30291	Raditya Rajasa	Pontianak	517477901736572	cakrawalayuliarti@example.net	Laki-laki	Kota Denpasar, Bali
30292	Dewi Wastuti	Tanjungpinang	519727536034569	ypuspasari@example.com	Laki-laki	Kabupaten Cirebon, Jawa Barat
30293	Jamalia Padmasari	Padangpanjang	541839045142734	opan95@example.com	Perempuan	Kota Medan, Sumatera Utara
30294	Dimas Dabukke	Padang	576680375710389	nadia29@example.org	Perempuan	Kota Medan, Sumatera Utara
30295	Kani RaOSISh	Bontang	531899906162441	rjanuar@example.com	Laki-laki	Kabupaten Jembrana, Bali
30296	Tiara Sitompul	Palopo	571271776960145	kusmawatidarimin@example.com	Laki-laki	Kota Malang, Jawa Timur
30297	Siti Ardianto	Samarinda	581242107271663	rahayubetania@example.net	Perempuan	Kota Tasikmalaya, Jawa Barat
30298	Adika Hasanah	Sawahlunto	508646678033936	cpradipta@example.net	Laki-laki	Kabupaten Tabanan, Bali
30299	Betania Siregar	Jambi	525654500179352	handayaniyuliana@example.net	Perempuan	Kota Semarang, Jawa Tengah
30300	Dalima Halim	Payakumbuh	536399344452377	hlailasari@example.org	Laki-laki	Kota Surabaya, Jawa Timur
30301	Balapati Hasanah	Purwokerto	501405655972595	hasanahcindy@example.org	Laki-laki	Kota Tegal, Jawa Tengah
30302	Calista Yolanda	Kendari	513203202759380	balanggapadmasari@example.com	Laki-laki	Kabupaten Purwakarta, Jawa Barat
30303	Amalia Irawan	Blitar	560546207364150	susantiraharja@example.com	Perempuan	Kota Tasikmalaya, Jawa Barat
30304	Patricia Farida	Bontang	538725684269584	chelseaandriani@example.net	Laki-laki	Kabupaten Badung, Bali
30305	Prabu Maheswara	Bekasi	522899233584492	pandu27@example.org	Perempuan	Kota Bekasi, Jawa Barat
30306	Samsul Novitasari	Bontang	549732179713888	darmanto15@example.com	Perempuan	Kota Mojokerto, Jawa Timur
30307	Najam Gunarto	Pekanbaru	572782608847515	halimirwan@example.net	Perempuan	Kota Tasikmalaya, Jawa Barat
30308	Eko Saefullah	Probolinggo	517702686953069	anggrainimaimunah@example.net	Laki-laki	Kabupaten Jembrana, Bali
30309	Kemba Adriansyah	Binjai	598630342300445	balamantripermadi@example.com	Perempuan	Kabupaten Badung, Bali
30310	Mahesa Mangunsong	Tanjungbalai	563271758866073	hastawulandari@example.net	Laki-laki	Kota Bekasi, Jawa Barat
30311	Ciaobella Maryati	Meulaboh	512399346326747	ghaliyatihidayanto@example.net	Perempuan	Kabupaten Pasuruan, Jawa Timur
30312	KAsmadi Maheswara	Tasikmalaya	533523762697297	putriardianto@example.com	Laki-laki	Kota Tasikmalaya, Jawa Barat
30313	Nilam Hassanah	Bandar Lampung	505010767023573	hwinarno@example.com	Perempuan	Kota Tasikmalaya, Jawa Barat
30314	Cawuk Simanjuntak	Pagaralam	595516120174496	agnes45@example.org	Laki-laki	Kota Tasikmalaya, Jawa Barat
30315	Gamblang Pradana	Malang	551060357176609	queen76@example.net	Laki-laki	Kabupaten Purwakarta, Jawa Barat
30316	Eluh Saefullah	Manado	519159888395478	rinanurdiyanti@example.com	Laki-laki	Kota Bekasi, Jawa Barat
30317	Nadine Handayani	Palangkaraya	534142879345631	kuswoyoikin@example.org	Perempuan	Kabupaten Cirebon, Jawa Barat
30318	Baktiono Narpati	Bekasi	593508061865507	iriana84@example.org	Laki-laki	Kota Tegal, Jawa Tengah
30319	Teddy Wahyudin	Depok	509102774433815	hyolanda@example.net	Perempuan	Kabupaten Tangerang, Banten
30320	Amelia Puspasari	Padang Sidempuan	536729798835211	winarnoganep@example.net	Perempuan	Kota Depok, Jawa Barat
30321	Ifa Mardhiyah	Sukabumi	515890882813913	mumpuni35@example.org	Perempuan	Kabupaten Pasuruan, Jawa Timur
30322	Hesti Utama	Lhokseumawe	542812671985984	habibiprima@example.net	Laki-laki	Kota Surabaya, Jawa Timur
30323	Karimah Handayani	Payakumbuh	590967592991911	ajionojailani@example.com	Laki-laki	Kabupaten Jembrana, Bali
30324	Bahuwarna Melani	Surabaya	571840829494326	gunawanedi@example.net	Laki-laki	Kota Surakarta, Jawa Tengah
30325	Praba Mansur	Tegal	561129321372830	makara61@example.org	Laki-laki	Kota Bekasi, Jawa Barat
30326	DWidya Sinaga	Bau-Bau	501114192045939	mhartati@example.net	Perempuan	Kota Surabaya, Jawa Timur
30327	Ganep Latupono	Balikpapan	511119240969051	reksa40@example.net	Perempuan	Kabupaten Tabanan, Bali
30328	Irsad Hartati	Jayapura	504893755727825	sitompuldimaz@example.com	Laki-laki	Kabupaten Badung, Bali
30329	Gawati Novitasari	Yogyakarta	505793817805212	tdabukke@example.net	Perempuan	Kabupaten Tangerang, Banten
30330	Wirda Irawan	Mataram	527000236977076	gadawacana@example.org	Perempuan	Kota Mojokerto, Jawa Timur
30331	Elvina Mardhiyah	Banjarmasin	599322504740513	arahmawati@example.net	Laki-laki	Kota Malang, Jawa Timur
30332	Arsipatra Sihotang	Palangkaraya	533948784427529	gangsa06@example.com	Perempuan	Kota Bogor, Jawa Barat
30333	Elvina Wahyuni	Pariaman	531002222424526	zhidayat@example.org	Laki-laki	Kota Madiun, Jawa Timur
30334	Widya Irawan	Jambi	547523726961910	yogathamrin@example.net	Laki-laki	Kabupaten Cirebon, Jawa Barat
30335	Balangga Hastuti	Mataram	559280931824746	gmarpaung@example.org	Laki-laki	Kota Malang, Jawa Timur
30336	Farah Suryono	Denpasar	503951012502843	fsetiawan@example.net	Perempuan	Kabupaten Bangli, Bali
30337	Jarwadi Safitri	Gorontalo	554596331000448	ramadanjagapati@example.net	Laki-laki	Kabupaten Purwakarta, Jawa Barat
30338	Najwa Nababan	Padangpanjang	506289767706515	puspasarijaeman@example.org	Perempuan	Kabupaten Purwakarta, Jawa Barat
30339	Prabawa Prasetyo	Metro	585921139528440	qrahmawati@example.org	Laki-laki	Kota Surakarta, Jawa Tengah
30340	Panji Jailani	Ternate	545105499982136	hairyanto17@example.com	Laki-laki	Kabupaten Jembrana, Bali
30341	Laila Nainggolan	Bandar Lampung	568276102525058	knainggolan@example.net	Perempuan	Kota Tegal, Jawa Tengah
30342	Prabawa Sihombing	Singkawang	540982491963310	malik74@example.net	Laki-laki	Kota Madiun, Jawa Timur
30343	dHalim RaOSISh	Payakumbuh	520196362439973	rizki37@example.org	Laki-laki	Kabupaten Jembrana, Bali
30344	Tami Hasanah	Bima	558510012163492	ryolanda@example.com	Laki-laki	Kota Tegal, Jawa Tengah
30345	Uchita Lazuardi	Surakarta	518155600181497	ina29@example.com	Perempuan	Kota Denpasar, Bali
30346	Tira Prasetyo	Bekasi	534088438686662	tinasuwarno@example.org	Perempuan	Kota Tasikmalaya, Jawa Barat
30347	Agnes Suartini	Tasikmalaya	539738013407284	gadautami@example.org	Laki-laki	Kabupaten Indramayu, Jawa Barat
30348	dSafina Fujiati	Semarang	589877025334056	galih05@example.org	Laki-laki	Kota Bekasi, Jawa Barat
30349	Eva Yuniar	Padang Sidempuan	505479776582568	uaryani@example.com	Perempuan	Kota Madiun, Jawa Timur
30350	Dalima Mardhiyah	Malang	599492583881390	auwais@example.org	Perempuan	Kota Denpasar, Bali
30351	Mutia Narpati	Kota Administrasi Jakarta Pusat	505868448297545	vivisihombing@example.net	Perempuan	Kota Bekasi, Jawa Barat
30352	Padmi Mangunsong	Tasikmalaya	562800667658115	daliminwidodo@example.org	Perempuan	Kota Bekasi, Jawa Barat
30353	Darmaji Uyainah	Tasikmalaya	583048757108968	adikara53@example.net	Laki-laki	Kabupaten Pasuruan, Jawa Timur
30354	Ajimat Waskita	Kota Administrasi Jakarta Pusat	563476636885739	usuwarno@example.net	Laki-laki	Kabupaten Pati, Jawa Tengah
30355	Malika Prabowo	Palangkaraya	557428729371710	jagapatipalastri@example.com	Laki-laki	Kota Surabaya, Jawa Timur
30356	Jaka Sitompul	Purwokerto	525825451843533	thutagalung@example.com	Laki-laki	Kabupaten Jembrana, Bali
30357	Harjasa Prastuti	Singkawang	525269867486928	darsirahuyainah@example.org	Perempuan	Kabupaten Cirebon, Jawa Barat
30358	Xanana Fujiati	Depok	588858474826199	nasabpurnawati@example.org	Laki-laki	Kabupaten Jembrana, Bali
30359	Genta Susanti	Pekalongan	579808002142729	dwibisono@example.net	Perempuan	Kabupaten Bangli, Bali
30360	Puti Maimunah Sihombing	Langsa	527070571337559	laksitarangga@example.com	Perempuan	Kota Bekasi, Jawa Barat
30361	Daliono Pertiwi	Tual	532688455102338	marpaungtari@example.net	Laki-laki	Kota Bogor, Jawa Barat
30362	Dadap Hartati	Bau-Bau	568529400178951	ctamba@example.com	Perempuan	Kota Bekasi, Jawa Barat
30363	Zulfa Wasita	Kota Administrasi Jakarta Timur	589184369934085	belinda72@example.net	Laki-laki	Kota Surabaya, Jawa Timur
30364	DIna Susanti	Binjai	531633076937588	irfanandriani@example.com	Perempuan	Kota Malang, Jawa Timur
30365	Darmaji Padmasari	Kendari	567179437414550	andrianihari@example.org	Perempuan	Kabupaten Tangerang, Banten
30366	Bala Handayani	Makassar	506407766017141	nhardiansyah@example.net	Laki-laki	Kota Surabaya, Jawa Timur
30367	Kanda Natsir	Banjarmasin	536874256738169	tania09@example.com	Perempuan	Kota Bekasi, Jawa Barat
30368	Maida Wacana	Pagaralam	581371774616644	sitorussatya@example.net	Laki-laki	Kota Tasikmalaya, Jawa Barat
30369	Tirtayasa Namaga	Palangkaraya	592858698041475	cmarpaung@example.com	Laki-laki	Kabupaten Blitar, Jawa Timur
30370	Ganda Astuti	Tebingtinggi	547003019923530	fujiatikania@example.com	Laki-laki	Kota Tegal, Jawa Tengah
30371	Vicky Adriansyah	Surakarta	524122650295063	pfirmansyah@example.org	Laki-laki	Kabupaten Cirebon, Jawa Barat
30372	Cecep Setiawan	Prabumulih	515383555146210	wibisonodimaz@example.com	Perempuan	Kabupaten Tabanan, Bali
30373	Rini Pudjiastuti	Tangerang Selatan	503812038566044	prasetyojayeng@example.org	Perempuan	Kota Tegal, Jawa Tengah
30374	Caket Maryati	Langsa	507849311802041	gamblangsihotang@example.net	Perempuan	Kota Denpasar, Bali
30375	Jessica Wulandari	Palembang	567372073526784	iyulianti@example.org	Perempuan	Kabupaten Indramayu, Jawa Barat
30376	Jamalia Purwanti	Palopo	550045927241132	salsabilahastuti@example.org	Laki-laki	Kabupaten Badung, Bali
30377	Siska Mahendra	Singkawang	567965183411457	hutapeaade@example.net	Laki-laki	Kota Madiun, Jawa Timur
30378	Mala Situmorang	Padang Sidempuan	507461251139971	halimahdagel@example.org	Perempuan	Kota Madiun, Jawa Timur
30379	Cut Hesti Wijaya	Sabang	518915413977905	nharyanti@example.net	Perempuan	Kabupaten Blitar, Jawa Timur
30380	Restu Sirait	Padang	589080816068677	dtampubolon@example.com	Laki-laki	Kota Malang, Jawa Timur
30381	Cornelia Wahyuni	Bandar Lampung	503096058338889	jailaniasirwada@example.org	Perempuan	Kota Tegal, Jawa Tengah
30382	Bakijan Laksita	Sibolga	550202805912461	reza38@example.org	Laki-laki	Kabupaten Purwakarta, Jawa Barat
30383	DZalindra Laksita	Pasuruan	535590918909256	taufan73@example.org	Laki-laki	Kota Surakarta, Jawa Tengah
30384	Luis Prastuti	Kota Administrasi Jakarta Utara	582688593489667	zelayawulandari@example.com	Perempuan	Kota Surabaya, Jawa Timur
30385	R.M. Jayeng Setiawan	Magelang	589377108333056	dadimulyani@example.net	Perempuan	Kota Denpasar, Bali
30386	Tira Melani	Metro	525765418827245	dwipadmasari@example.org	Perempuan	Kabupaten Purwakarta, Jawa Barat
30387	Dacin Pradipta	Kupang	542179002601524	csuartini@example.com	Perempuan	Kabupaten Jembrana, Bali
30388	Kasiran Permadi	Pematangsiantar	575021215967882	pertiwiprayitna@example.net	Laki-laki	Kabupaten Blitar, Jawa Timur
30389	Paris Natsir	Tidore Kepulauan	536986609633185	tiara30@example.net	Perempuan	Kabupaten Jembrana, Bali
30390	Sutan Luwar Winarsih	Pasuruan	509022336799570	widiastutimuhammad@example.net	Laki-laki	Kabupaten Tabanan, Bali
30391	Agnes Nasyiah	Cirebon	529273984213401	lantarnatsir@example.net	Laki-laki	Kabupaten Tangerang, Banten
30392	Almira Adriansyah	Prabumulih	593491174549463	syahrini93@example.net	Laki-laki	Kabupaten Blitar, Jawa Timur
30393	Laila Pangestu	Manado	539842072467102	csuwarno@example.com	Perempuan	Kota Surabaya, Jawa Timur
30394	Gamblang Siregar	Metro	588718075416025	kiandra80@example.org	Perempuan	Kota Tegal, Jawa Tengah
30395	Mursita Rajata	Pekanbaru	588534749717824	mkusumo@example.org	Perempuan	Kabupaten Badung, Bali
30396	Jati Tampubolon	Yogyakarta	537463156898408	jdabukke@example.com	Perempuan	Kota Semarang, Jawa Tengah
30397	Gabriella Kusumo	Kota Administrasi Jakarta Selatan	572804404934087	sitorusqueen@example.org	Laki-laki	Kabupaten Blitar, Jawa Timur
30398	DCahyono Zulkarnain	Banjarmasin	527081401137021	cemani35@example.net	Perempuan	Kabupaten Badung, Bali
30399	Garda Wulandari	Tual	501456322414113	nashiruddintaufan@example.com	Laki-laki	Kabupaten Tabanan, Bali
30400	Emin Novitasari	Palangkaraya	533425522494605	elvinfirgantoro@example.org	Perempuan	Kota Tegal, Jawa Tengah
30401	Cakrabuana Kuswoyo	Tual	572984421269088	harjaya17@example.com	Perempuan	Kabupaten Badung, Bali
30402	DLukita Pratama	Parepare	577767770791795	dmaheswara@example.net	Laki-laki	Kabupaten Indramayu, Jawa Barat
30403	Bahuwarna Melani	Banjarmasin	556428458488843	psiregar@example.org	Perempuan	Kota Depok, Jawa Barat
30404	Jail Sihotang	Binjai	531443552385675	marbunyusuf@example.com	Perempuan	Kabupaten Badung, Bali
30405	Elvina Laksita	Serang	542676613583731	cemani13@example.com	Perempuan	Kabupaten Indramayu, Jawa Barat
30406	Hasna Purwanti	Ternate	554177720890048	iswahyudibalapati@example.net	Perempuan	Kota Tegal, Jawa Tengah
30407	Zaenab Suryatmi	Surakarta	502150234934802	mandalaolivia@example.net	Laki-laki	Kabupaten Indramayu, Jawa Barat
30408	Kamila Prasetya	Meulaboh	585338591369596	simon71@example.com	Perempuan	Kota Malang, Jawa Timur
30409	Hani Sihombing	Palangkaraya	525914211825076	sinagakiandra@example.net	Laki-laki	Kota Surakarta, Jawa Tengah
30410	Vero Pudjiastuti	Salatiga	530673243573605	emustofa@example.com	Laki-laki	Kota Surabaya, Jawa Timur
30411	Gada Sitompul	Gorontalo	510164318569457	tiaraaryani@example.net	Perempuan	Kota Medan, Sumatera Utara
30412	Tantri Waluyo	Surabaya	503800880910179	rusada@example.org	Laki-laki	Kabupaten Bangli, Bali
30413	Gina Purnawati	Pekanbaru	527321884935496	rsitumorang@example.org	Perempuan	Kabupaten Cirebon, Jawa Barat
30414	Olivia Iswahyudi	Purwokerto	582085900340099	bahuwarna81@example.org	Perempuan	Kota Surabaya, Jawa Timur
30415	DLaswi Uyainah	Bogor	507119849560771	kyuliarti@example.com	Laki-laki	Kota Mojokerto, Jawa Timur
30416	Gabriella Samosir	Denpasar	549145498148000	artawansuwarno@example.net	Laki-laki	Kabupaten Tangerang, Banten
30417	dCinthia Salahudin	Palu	521821643875299	budi70@example.net	Perempuan	Kota Denpasar, Bali
30418	Karman Budiyanto	Blitar	562418307099640	dirawan@example.com	Laki-laki	Kabupaten Badung, Bali
30419	Leo Wijaya	Banda Aceh	541885787179799	ichahutasoit@example.org	Perempuan	Kabupaten Indramayu, Jawa Barat
30420	Arta Hidayat	Bontang	559709927337666	maulanasilvia@example.org	Perempuan	Kota Medan, Sumatera Utara
30421	Vicky Mustofa	Cirebon	531092717669501	alambanapurnawati@example.net	Perempuan	Kota Mojokerto, Jawa Timur
30422	Murti Sitorus	Medan	524869430714884	arsipatra82@example.net	Perempuan	Kabupaten Jembrana, Bali
30423	Karna Handayani	Pekanbaru	575356008870920	ani23@example.org	Perempuan	Kabupaten Jembrana, Bali
30424	Ida Saputra	Tarakan	534009764662190	joktaviani@example.net	Laki-laki	Kota Tegal, Jawa Tengah
30425	Yoga Siregar	Tarakan	509007949213851	kuswandarifaizah@example.net	Laki-laki	Kota Tegal, Jawa Tengah
30426	Agus Andriani	Depok	535170831889387	baktiono83@example.com	Perempuan	Kabupaten Tabanan, Bali
30427	Kiandra Mulyani	Serang	555919777768081	rpuspasari@example.net	Laki-laki	Kota Madiun, Jawa Timur
30428	R.M. Vino Kusumo	Pangkalpinang	553654754877787	wirda65@example.net	Laki-laki	Kota Mojokerto, Jawa Timur
30429	Lembah Novitasari	Madiun	572595797554907	namagaida@example.org	Perempuan	Kota Tegal, Jawa Tengah
30430	Lega Hassanah	Banda Aceh	545721541591570	galarputra@example.org	Perempuan	Kabupaten Indramayu, Jawa Barat
30431	dIka Nainggolan	Pangkalpinang	546516028961524	vinsen45@example.net	Laki-laki	Kota Tegal, Jawa Tengah
30432	Jindra Rajasa	Semarang	562045604408814	mansurtaswir@example.com	Laki-laki	Kota Tasikmalaya, Jawa Barat
30433	Suci Nurdiyanti	Pontianak	583717129553100	yolandarina@example.com	Perempuan	Kota Bogor, Jawa Barat
30434	Baktianto Namaga	Kota Administrasi Jakarta Selatan	551862882307721	tampubolontasdik@example.com	Perempuan	Kabupaten Pati, Jawa Tengah
30435	Darsirah Wibowo	Parepare	546880933511334	jail01@example.com	Perempuan	Kota Semarang, Jawa Tengah
30436	Mala Mangunsong	Padang Sidempuan	533176428616478	nadinenatsir@example.org	Laki-laki	Kabupaten Pati, Jawa Tengah
30437	Maida Mayasari	Singkawang	547972542137799	hidayatkamila@example.com	Perempuan	Kabupaten Cirebon, Jawa Barat
30438	Irnanto Suryatmi	Palembang	577793109416516	mustofa06@example.com	Perempuan	Kota Medan, Sumatera Utara
30439	Cut Janet Yuniar	Cimahi	557614431114370	umaryadi@example.com	Laki-laki	Kota Madiun, Jawa Timur
30440	Fathonah Marpaung	Pekanbaru	545263389362090	waskitaelvin@example.com	Perempuan	Kabupaten Bangli, Bali
30441	Eluh Gunawan	Tegal	579563742131031	bwastuti@example.net	Laki-laki	Kabupaten Jembrana, Bali
30442	Qori Uwais	Kota Administrasi Jakarta Barat	574973487340600	iswahyudiviman@example.net	Laki-laki	Kabupaten Badung, Bali
30443	Nova Mardhiyah	Balikpapan	506580494812615	gawati17@example.org	Laki-laki	Kabupaten Tabanan, Bali
30444	Malika Putra	Padangpanjang	548032775470242	cengkir07@example.org	Laki-laki	Kota Mojokerto, Jawa Timur
30445	Jayadi Wibisono	Serang	585023551602083	banarahassanah@example.net	Laki-laki	Kota Medan, Sumatera Utara
30446	DYulia Saptono	Pematangsiantar	566914645092488	hafshahrahayu@example.org	Perempuan	Kabupaten Pati, Jawa Tengah
30447	Zulaikha Saragih	Kota Administrasi Jakarta Timur	564782506021155	aswanithamrin@example.com	Laki-laki	Kota Bogor, Jawa Barat
30448	Imam Januar	Cimahi	598150803488070	xnasyiah@example.org	Perempuan	Kota Surakarta, Jawa Tengah
30449	Jane Zulaika	Jambi	510503038980893	psuartini@example.com	Laki-laki	Kota Mojokerto, Jawa Timur
30450	Satya Dabukke	Sukabumi	556050588070733	karenyolanda@example.org	Laki-laki	Kabupaten Blitar, Jawa Timur
30451	Hamima Rajasa	Tebingtinggi	568696999199829	lestarisalwa@example.net	Laki-laki	Kota Medan, Sumatera Utara
30452	Carub Jailani	Dumai	526141245109547	bakiantonainggolan@example.org	Laki-laki	Kabupaten Jembrana, Bali
30453	Balangga Kuswoyo	Meulaboh	588652021362178	zsalahudin@example.com	Perempuan	Kabupaten Tangerang, Banten
30454	Keisha Gunarto	Bekasi	524654711035544	kamilajailani@example.net	Laki-laki	Kabupaten Blitar, Jawa Timur
30455	Mila Wibowo	Samarinda	598808262331148	bprayoga@example.com	Laki-laki	Kota Denpasar, Bali
30456	Harsana Prasetya	Kediri	590893336523594	dagel99@example.org	Laki-laki	Kota Mojokerto, Jawa Timur
30457	Wirda Hassanah	Padang Sidempuan	587639091830435	wakimanriyanti@example.org	Perempuan	Kabupaten Pasuruan, Jawa Timur
30458	Puti Hasna Anggraini	Sawahlunto	576627212402703	lazuardiismail@example.com	Perempuan	Kota Malang, Jawa Timur
30459	Tari Wahyuni	Bima	581500640706171	kenzie14@example.com	Perempuan	Kota Mojokerto, Jawa Timur
30460	Sutan Raden Mulyani	Banda Aceh	538393057032931	vbudiman@example.org	Perempuan	Kota Surakarta, Jawa Tengah
30461	Malika Palastri	Cimahi	597745729208834	amarpaung@example.com	Laki-laki	Kota Malang, Jawa Timur
30462	Padma Siregar	Sabang	527834770813297	ifamarpaung@example.com	Laki-laki	Kota Denpasar, Bali
30463	Kamal Utama	Kota Administrasi Jakarta Selatan	594097273314539	asirwanda54@example.com	Laki-laki	Kabupaten Tabanan, Bali
30464	Bakti Agustina	Dumai	506229459934201	vhariyah@example.net	Laki-laki	Kabupaten Tangerang, Banten
30465	Daliman Setiawan	Solok	500484523617721	saadatkurniawan@example.org	Perempuan	Kota Bogor, Jawa Barat
30466	Pangestu Nugroho	Banjar	588693118021383	galuh54@example.net	Perempuan	Kota Tegal, Jawa Tengah
30467	Victoria Oktaviani	Magelang	598944991415222	ceceppratama@example.com	Laki-laki	Kabupaten Badung, Bali
30468	Balidin Dongoran	Kendari	534394758243138	suwarnofebi@example.net	Laki-laki	Kota Medan, Sumatera Utara
30469	Calista Hassanah	Batu	588864347704054	emanpertiwi@example.net	Laki-laki	Kota Medan, Sumatera Utara
30470	Sutan Edi Mardhiyah	Kupang	595540115559341	bagustina@example.net	Laki-laki	Kota Malang, Jawa Timur
30471	Jagaraga Hasanah	Kota Administrasi Jakarta Selatan	554100701985523	jgunarto@example.org	Laki-laki	Kabupaten Badung, Bali
30472	Mumpuni Simanjuntak	Tangerang	552558947212412	ewibowo@example.org	Perempuan	Kabupaten Badung, Bali
30473	Jane Suryatmi	Pematangsiantar	580780699375534	okto72@example.com	Perempuan	Kota Madiun, Jawa Timur
30474	Iriana Wasita	Banjarbaru	562171912761455	mprasetyo@example.com	Perempuan	Kota Medan, Sumatera Utara
30475	Adinata Utami	Serang	561978022241751	cnapitupulu@example.net	Laki-laki	Kota Bogor, Jawa Barat
30476	Ganjaran Anggriawan	Banjarbaru	523359869657144	galihnamaga@example.org	Laki-laki	Kota Medan, Sumatera Utara
30477	Kamaria Mahendra	Tomohon	540179258751245	claksita@example.net	Perempuan	Kota Mojokerto, Jawa Timur
30478	Diah Hassanah	Jayapura	518036931112485	kemalirawan@example.com	Perempuan	Kabupaten Tangerang, Banten
30479	Putri Pratiwi	Tual	585835934564856	zulkarnainatma@example.net	Laki-laki	Kabupaten Badung, Bali
30480	Zizi Mandasari	Jambi	502265295006399	lsiregar@example.com	Laki-laki	Kota Bekasi, Jawa Barat
30481	Safina Budiman	Bengkulu	560126870493770	ikin75@example.com	Laki-laki	Kota Malang, Jawa Timur
30482	Cahyo Prastuti	Serang	598603295698798	piamandasari@example.com	Perempuan	Kota Bekasi, Jawa Barat
30483	Eka Yulianti	Palu	518896842805113	cintasirait@example.net	Laki-laki	Kabupaten Pati, Jawa Tengah
30484	Paulin Prabowo	Bekasi	547014536850088	dhutapea@example.net	Perempuan	Kota Bogor, Jawa Barat
30485	Elma Pradana	Tual	590572842254326	hartakathamrin@example.org	Perempuan	Kabupaten Pasuruan, Jawa Timur
30486	Darimin Pratama	Bogor	547107768432030	reksahidayat@example.com	Laki-laki	Kota Surakarta, Jawa Tengah
30487	Diana Winarsih	Bandar Lampung	516137268153251	jumadiprabowo@example.org	Laki-laki	Kabupaten Tabanan, Bali
30488	Ade Hariyah	Sawahlunto	556801725436497	jmandasari@example.com	Laki-laki	Kota Medan, Sumatera Utara
30489	Sarah Simanjuntak	Pematangsiantar	595329698064241	rahmi90@example.com	Perempuan	Kota Mojokerto, Jawa Timur
30490	Mulyanto Nuraini	Pagaralam	532855314054405	kawaya50@example.org	Perempuan	Kota Mojokerto, Jawa Timur
30491	Nugraha Tarihoran	Kota Administrasi Jakarta Barat	516298745548180	jagaraga49@example.org	Laki-laki	Kabupaten Jembrana, Bali
30492	Gasti Januar	Pangkalpinang	599054927287736	eja99@example.net	Laki-laki	Kota Denpasar, Bali
30493	Mariadi Yulianti	Tangerang Selatan	546554073562656	saadathidayat@example.com	Perempuan	Kota Bekasi, Jawa Barat
30494	Tira Maheswara	Prabumulih	508324155843579	elmawibisono@example.net	Laki-laki	Kabupaten Jembrana, Bali
30495	Ani Manullang	Batam	564802771688060	daniswarahidayanto@example.com	Perempuan	Kabupaten Tangerang, Banten
30496	Raina Anggraini	Sukabumi	557640183446916	dasagunawan@example.net	Laki-laki	Kabupaten Jembrana, Bali
30497	Sari Wijayanti	Bandar Lampung	528860510271811	pertiwitami@example.com	Perempuan	Kabupaten Indramayu, Jawa Barat
30498	Kiandra Maryadi	Surabaya	594959018747833	cawuk03@example.org	Laki-laki	Kabupaten Blitar, Jawa Timur
30499	Jamal Latupono	Kota Administrasi Jakarta Pusat	595369530422255	ciaobellaprastuti@example.org	Perempuan	Kota Tegal, Jawa Tengah
30500	Aurora Mandasari	Padang Sidempuan	528576252528867	wahyunilintang@example.org	Laki-laki	Kabupaten Bangli, Bali
30501	Among Saefullah	Kotamobagu	539818363715524	najmudinbalidin@example.org	Perempuan	Kota Tasikmalaya, Jawa Barat
30502	Sari Tamba	Yogyakarta	518365465881631	rahmawatirafi@example.org	Perempuan	Kabupaten Pati, Jawa Tengah
30503	Tiara Wijayanti	Pekalongan	540733453285108	marbunvictoria@example.com	Perempuan	Kabupaten Tabanan, Bali
30504	Adhiarja Anggraini	Kotamobagu	520651992222209	ebudiyanto@example.net	Laki-laki	Kota Malang, Jawa Timur
30505	Wakiman Ardianto	Tangerang	506380828889553	edward98@example.org	Laki-laki	Kota Surabaya, Jawa Timur
30506	Rusman Hakim	Pematangsiantar	594000359744991	tampubolonanastasia@example.org	Perempuan	Kota Surabaya, Jawa Timur
30507	Hana Gunarto	Surakarta	545135809341014	baktiadinasyidah@example.net	Laki-laki	Kota Depok, Jawa Barat
30508	KPaiman Pratama	Probolinggo	594942145435262	csusanti@example.net	Perempuan	Kota Bogor, Jawa Barat
30509	Satya Palastri	Depok	571668539306829	pandriani@example.org	Perempuan	Kabupaten Pasuruan, Jawa Timur
30510	Qori Hastuti	Tasikmalaya	502654835688842	abyasa52@example.com	Laki-laki	Kota Malang, Jawa Timur
30511	Wawan Maryati	Prabumulih	552881558384480	harjayadamanik@example.org	Laki-laki	Kabupaten Indramayu, Jawa Barat
30512	Usman Farida	Palangkaraya	501395565900845	dianapurwanti@example.org	Laki-laki	Kabupaten Jembrana, Bali
30513	Ajeng Pratama	Padang Sidempuan	534685587044814	lulut85@example.com	Laki-laki	Kota Denpasar, Bali
30514	Febi Sitompul	Surakarta	525857077363002	kartika12@example.com	Perempuan	Kota Bekasi, Jawa Barat
30515	Gabriella Mansur	Magelang	596612779175838	wasitanadia@example.net	Perempuan	Kota Tegal, Jawa Tengah
30516	Fathonah Mahendra	Bukittinggi	550546009418402	kusmawationi@example.com	Perempuan	Kota Denpasar, Bali
30517	Agus Salahudin	Makassar	542275260107780	utamakusumo@example.com	Perempuan	Kota Bekasi, Jawa Barat
30518	Nurul Widodo	Sukabumi	508806652241720	betaniaiswahyudi@example.com	Laki-laki	Kabupaten Tabanan, Bali
30519	Harjasa Usamah	Cimahi	504189154492915	maheswaramaryanto@example.net	Perempuan	Kabupaten Badung, Bali
30520	Mutia Prayoga	Pontianak	510261935369849	emin85@example.com	Perempuan	Kota Semarang, Jawa Tengah
